4.0             3.88652884729   688.152921829   17.9687700224   8893222.29967   0.236593546919  0.128456034731  108.583928122   -20.1764786228  3925871.65535   544298.258729   -150.669162234  0.0258257157209 0.357152777778  0.0             6.87992143013e-06 
4.0             3.88652884729   688.152921829   17.9687700224   8893222.29967   0.236593546919  0.128456034731  108.583928122   -20.1764786228  3925871.65535   544298.258729   -150.669162234  0.0258257157209 0.357152777778  0.0             1.49891721266e-05 
4.0             3.88652884729   688.152921829   17.9687700224   8893222.29967   0.236593546919  0.128456034731  108.583928122   -20.1764786228  3925871.65535   544298.258729   -150.669162234  0.0258257157209 0.357152777778  0.0             2.26361224199e-05 
4.0             3.88487390084   652.620182043   17.3885459828   8645810.16386   0.248302179304  0.136613770338  107.338843459   -22.2083585898  4311538.65008   508948.63321    -128.520403939  0.0507891494773 0.286619940089  0.0             2.9997021161e-05 
4.0             3.88487390084   652.620182043   17.3885459828   8645810.16386   0.248302179304  0.136613770338  107.338843459   -22.2083585898  4311538.65008   508948.63321    -128.520403939  0.0507891494773 0.286619940089  0.0             3.7151438289e-05 
4.0             3.88487390084   652.620182043   17.3885459828   8645810.16386   0.248302179304  0.136613770338  107.338843459   -22.2083585898  4311538.65008   508948.63321    -128.520403939  0.0507891494773 0.286619940089  0.0             4.41421165187e-05 
4.0             3.88487390084   652.620182043   17.3885459828   8645810.16386   0.248302179304  0.136613770338  107.338843459   -22.2083585898  4311538.65008   508948.63321    -128.520403939  0.0507891494773 0.286619940089  0.0             5.0992875121e-05 
4.0             3.88365558629   628.191388149   16.7337141183   8311984.06949   0.257448082316  0.142818417232  106.249326178   -23.0517714014  4414748.63292   487771.573926   -121.085792455  0.0409060318878 0.282509422668  0.0             5.77134913615e-05 
4.0             3.88365558629   628.191388149   16.7337141183   8311984.06949   0.257448082316  0.142818417232  106.249326178   -23.0517714014  4414748.63292   487771.573926   -121.085792455  0.0409060318878 0.282509422668  0.0             6.43171642693e-05 
4.0             3.88365558629   628.191388149   16.7337141183   8311984.06949   0.257448082316  0.142818417232  106.249326178   -23.0517714014  4414748.63292   487771.573926   -121.085792455  0.0409060318878 0.282509422668  0.0             7.08164473236e-05 
4.0             3.88365558629   628.191388149   16.7337141183   8311984.06949   0.257448082316  0.142818417232  106.249326178   -23.0517714014  4414748.63292   487771.573926   -121.085792455  0.0409060318878 0.282509422668  0.0             7.72220378561e-05 
4.0             3.88267195456   612.354625488   16.3295730201   8105327.82005   0.266486233343  0.149168901774  106.668108968   -24.1150991526  4486823.50783   478731.409036   -116.213678937  0.0299568205734 0.196829564266  0.0             8.3543118627e-05 
4.0             3.88267195456   612.354625488   16.3295730201   8105327.82005   0.266486233343  0.149168901774  106.668108968   -24.1150991526  4486823.50783   478731.409036   -116.213678937  0.0299568205734 0.196829564266  0.0             8.97875499072e-05 
4.0             3.88267195456   612.354625488   16.3295730201   8105327.82005   0.266486233343  0.149168901774  106.668108968   -24.1150991526  4486823.50783   478731.409036   -116.213678937  0.0299568205734 0.196829564266  0.0             9.59617336797e-05 
4.0             3.88267195456   612.354625488   16.3295730201   8105327.82005   0.266486233343  0.149168901774  106.668108968   -24.1150991526  4486823.50783   478731.409036   -116.213678937  0.0299568205734 0.196829564266  0.0             0.000102071023725 
4.0             3.8818383388    602.113850147   16.0996030978   7985594.44929   0.272410505785  0.152862405317  106.363712555   -24.031405388   4530110.26132   476370.168288   -112.543117104  0.0213507931701 0.173524305556  0.0             0.000108120058436 
4.0             3.8818383388    602.113850147   16.0996030978   7985594.44929   0.272410505785  0.152862405317  106.363712555   -24.031405388   4530110.26132   476370.168288   -112.543117104  0.0213507931701 0.173524305556  0.0             0.000114112941912 
4.0             3.8818383388    602.113850147   16.0996030978   7985594.44929   0.272410505785  0.152862405317  106.363712555   -24.031405388   4530110.26132   476370.168288   -112.543117104  0.0213507931701 0.173524305556  0.0             0.000120053574656 
4.0             3.8818383388    602.113850147   16.0996030978   7985594.44929   0.272410505785  0.152862405317  106.363712555   -24.031405388   4530110.26132   476370.168288   -112.543117104  0.0213507931701 0.173524305556  0.0             0.000125945637018 
4.0             3.88111241417   596.092285706   16.0070349724   7936957.3074    0.280549907087  0.158669924669  108.167494951   -25.4254240807  4571790.52974   478301.055347   -109.584269737  0.0150506708275 0.156231348045  0.0             0.000131792845221 
4.0             3.88111241417   596.092285706   16.0070349724   7936957.3074    0.280549907087  0.158669924669  108.167494951   -25.4254240807  4571790.52974   478301.055347   -109.584269737  0.0150506708275 0.156231348045  0.0             0.000137599080404 
4.0             3.88111241417   596.092285706   16.0070349724   7936957.3074    0.280549907087  0.158669924669  108.167494951   -25.4254240807  4571790.52974   478301.055347   -109.584269737  0.0150506708275 0.156231348045  0.0             0.000143367907338 
4.0             3.88111241417   596.092285706   16.0070349724   7936957.3074    0.280549907087  0.158669924669  108.167494951   -25.4254240807  4571790.52974   478301.055347   -109.584269737  0.0150506708275 0.156231348045  0.0             0.000149102529665 
4.0             3.8804684207    592.985648938   16.0179787046   7943060.2288    0.287549731285  0.163538591343  109.876857954   -26.5229789357  4611944.24817   481820.624451   -107.095161557  0.0104777628732 0.149734226577  0.0             0.000154806027035 
4.0             3.8804684207    592.985648938   16.0179787046   7943060.2288    0.287549731285  0.163538591343  109.876857954   -26.5229789357  4611944.24817   481820.624451   -107.095161557  0.0104777628732 0.149734226577  0.0             0.000160481402142 
