4.0             3.87395934982   764.39539928    15.586426383    25108096.2236   2.46168441796   2.02544032099   247.287494602   -15.6679760061  23460422.5293   1714696.26549   -93.7989730106  -170.841787851  3.56250932598   0.375           6.20019193788e-07 
4.0             3.87395048034   764.874299097   15.6207147352   25707090.4642   2.46171396268   2.0254626755    247.62116652    -15.6636892316  24057922.6537   1771233.45883   -93.5990035236  -159.606673444  3.55452053649   0.375           1.27008499618e-06 
4.0             3.87394189953   765.029698038   15.6483176777   26157302.0277   2.46176135099   2.02550543942   247.776630616   -15.6622259438  24507586.1456   1803101.65592   -93.4680689093  -149.402226223  3.54985575436   0.375           1.90516351028e-06 
4.0             3.87393350915   765.102698206   15.6726267264   26487793.2005   2.46182207175   2.02556341365   247.877903251   -15.6591719728  24838022.8873   1827441.74825   -93.3704813847  -140.045002684  3.55189236111   0.375           2.53047580024e-06 
4.0             3.87392526047   765.131607814   15.6942413609   26720386.4493   2.46184891552   2.02558341529   247.933611493   -15.6553030467  25070213.3776   1848075.81149   -93.2917101019  -131.421543079  3.54967013889   0.375           3.14848844612e-06 
4.0             3.87391712236   765.127611136   15.7134106639   26871604.511    2.46186642058   2.02559303244   247.961880453   -15.6510358058  25221182.7011   1866145.33612   -93.2251424441  -123.446790863  3.54873531727   0.375           3.76077745201e-06 
4.0             3.87390907435   765.096819635   15.7304236438   26953819.1343   2.4619224249    2.02564607923   247.973688144   -15.6484562884  25303191.2917   1882543.56776   -93.1674890577  -116.054489826  3.54844885893   0.375           4.36830368648e-06 
4.0             3.87390110206   765.044114648   15.7454308073   26974411.1867   2.46198170382   2.02570289373   247.962666183   -15.6465933212  25323657.9719   1897730.47455   -93.1169308731  -109.1902128    3.54641225218   0.375           4.971681585e-06 
4.0             3.87389319484   764.970772722   15.7584984488   26942746.2435   2.46203161737   2.02574923825   247.93606572    -15.652159177   25292057.6166   1912010.12211   -93.0723429539  -102.807575724  3.54641225218   0.375           5.57132540711e-06 
4.0             3.87388534404   764.877958048   15.769822497    26866836.6683   2.46206033631   2.02577178571   247.886180059   -15.6497067282  25216026.7796   1925516.17082   -93.0329312728  -96.8660901533  3.54548675653   0.375           6.16752878618e-06 
4.0             3.87387754278   764.766770004   15.7795865059   26753527.367    2.46210386236   2.02581105054   247.822852095   -15.648714146   25102834.0361   1938282.08651   -92.9980564731  -91.3298411667  3.54407986111   0.42578125      6.7605113268e-06 
4.0             3.87386978515   764.637847928   15.7879212128   26610049.476    2.4621045954    2.02580220816   247.731485459   -15.6450578828  24959319.2715   1950285.41792   -92.9671358461  -86.166652938   3.54454260893   0.42578125      7.35044330035e-06 
4.0             3.87386206628   764.49139927    15.7949593064   26441135.8615   2.46215551518   2.02584988437   247.643609785   -15.6472108115  24790459.7474   1961490.90056   -92.9395766781  -81.3474809775  3.54454260893   0.42578125      7.937463209e-06 
4.0             3.87385438224   764.328332776   15.8008204773   26251574.0064   2.46221257156   2.02590450246   247.545045548   -15.6498015016  24601135.2694   1971860.05405   -92.9147350143  -76.8459747006  3.54157118056   0.42578125      8.52168814938e-06 
4.0             3.87384672997   764.148994516   15.8056175328   26045617.1509   2.46225874246   2.02594690278   247.430951054   -15.6511548466  24395383.255    1981368.52931   -92.8919167118  -72.6381495683  3.54063635893   0.42578125      9.1032190638e-06 
4.0             3.87383910707   763.953773316   15.8094132305   25827884.4407   2.4622751437    2.02595582674   247.304212115   -15.6503168426  24177939.5534   1989986.56168   -92.8704024732  -68.7021032067  3.54063635893   0.42578125      9.68214671738e-06 
4.0             3.87383151209   763.74267719    15.8123400172   25602905.6687   2.46229991262   2.02597419826   247.172034588   -15.653782963   23953169.7527   1997708.23298   -92.8495018677  -65.0177896961  3.54063635893   0.42578125      1.02585551233e-05 
4.0             3.87382394403   763.51735514    15.8144529912   25373141.857    2.46230547704   2.02597098547   247.025597077   -15.6570043351  23723660.1092   2004660.76811   -92.8286011935  -61.566838757   3.53812767838   0.42578125      1.08325223396e-05 
4.0             3.87381640263   763.277711763   15.8159021314   25143018.1021   2.4623419049    2.02600253779   246.870892883   -15.6582910772  23493775.51     2010863.78582   -92.8072129436  -58.3324007722  3.53673943491   0.42578125      1.14041202142e-05 
4.0             3.87380888791   763.024481524   15.816655737    24914817.8969   2.46239771666   2.02605593569   246.716293334   -15.6631322822  23265883.0299   2016419.4953    -92.7849867134  -55.2989898949  3.5356283238    0.42578125      1.19734175051e-05 
4.0             3.87380139999   762.758163805   15.8168773872   24694747.4075   2.46242296273   2.02607496482   246.550475334   -15.6589719266  23046082.3357   2021408.57379   -92.7617101109  -52.4523668689  3.53720218273   0.4296875       1.25404789442e-05 
4.0             3.87379393938   762.478898221   15.8166029847   24486108.4271   2.4624553751    2.0261020879    246.381644239   -15.6640586924  22837800.9528   2025933.11353   -92.7372961208  -49.7794139865  3.53515625      0.4296875       1.31053682383e-05 
4.0             3.87378650677   762.187407455   15.8159417902   24286863.9705   2.46249378596   2.02613598483   246.203791525   -15.6641785708  22639020.4734   2030051.75839   -92.7117427009  -47.2680398914  3.53404513889   0.4296875       1.36681477726e-05 
