4.0             3.87393543754   229.374564573   5.71426045441   68501719.4798   2.46179405005   2.02553390952   92.2698206659   -7.95690074618  68025750.2895   35730.332434    -93.2133130536  -141.137814559  3.62080729167   0.375           2.42054914198e-06 
4.0             3.87390366395   229.684639298   5.74939333727   78575762.939    2.46191345568   2.0256282641    93.0120487668   -7.91903633801  78101187.2277   38154.819477    -92.7009852531  -109.421135988  3.61754007898   0.375           4.89720793703e-06 
4.0             3.87387510641   229.717164595   5.7628758495    86176595.7672   2.46208348495   2.02578313388   93.4285018344   -7.89383686276  85703435.3953   39304.9266119   -92.2669941925  -86.7983540912  3.61299479167   0.375           7.20703501092e-06 
4.0             3.87384879699   229.622012266   5.76638534231   92338534.363    2.46229047841   2.02598205031   93.6471801819   -7.87520750971  91866680.4063   39932.7601221   -91.8771509403  -69.9788433317  3.61019965278   0.375           9.4077010896e-06 
4.0             3.87382387174   229.455701381   5.76441251218   97700413.2762   2.46244622842   2.02612464289   93.7401788602   -7.85977406225  97229788.1065   40368.1809966   -91.5157833374  -56.9751740944  3.60704260893   0.375           1.15594787724e-05 
4.0             3.87379996331   229.24749069    5.7592458454    102576991.261   2.46259410268   2.02625935695   93.7566957784   -7.84600112288  102107521.984   40773.5363383   -91.1765895235  -46.72683485    3.6033219744    0.375           1.36869173009e-05 
4.0             3.87377690239   229.013807414   5.75214326831   107025229.63    2.46275162796   2.02640565761   93.724921287    -7.83518175085  106556915.511   41226.9134122   -90.8565113889  -38.5635412097  3.60222018927   0.375           1.5799830455e-05 
4.0             3.87375458842   228.766428261   5.74396878597   111122250.436   2.46287748237   2.02651696524   93.6603545353   -7.82325765711  110655028.712   41748.1209787   -90.5532517271  -32.0117295584  3.59942505038   0.375           1.79029945731e-05 
4.0             3.87373316142   228.515760921   5.7353061278    114896070.17    2.46304357791   2.02667440992   93.5822101297   -7.81463656289  114429939.43    42309.2391005   -90.2672301269  -26.7673407694  3.59626800653   0.375           1.99786457463e-05 
4.0             3.87371251463   228.266974612   5.72649401559   118407241.336   2.46314091938   2.02675520905   93.4924599272   -7.80352002359  117942126.936   42864.8912828   -89.9951295979  -22.5308233388  3.5959815482    0.375           2.20325151085e-05 
4.0             3.87369252343   228.022492874   5.71777294266   121715878.422   2.46322748427   2.0268244724    93.3979528304   -7.79291391895  121251774.44    43372.2808574   -89.733462033   -19.0738739674  3.59177951389   0.37890625      2.40735884814e-05 
4.0             3.87367310946   227.783759812   5.70938114535   124863196.555   2.46339551153   2.02698587175   93.3136760502   -7.78406878156  124400104.836   43804.7694544   -89.4797270854  -16.2311874288  3.58815972222   0.37890625      2.61075034966e-05 
4.0             3.87365422593   227.551754243   5.70158902585   127875751.804   2.46354800029   2.02713022512   93.2318955286   -7.77714054497  127413624.669   44154.8608004   -89.232350191   -13.8793224191  3.58397633987   0.37890625      2.8137491025e-05 
4.0             3.87363584308   227.327007962   5.6942793777    130771084.454   2.46367709347   2.02724866335   93.15270438     -7.77024470822  130309900.989   44424.9879359   -88.990337214   -11.9233968655  3.58286522876   0.37890625      3.01654894554e-05 
4.0             3.8736179422    227.109806902   5.68700641808   133560951.438   2.46381209339   2.02737410835   93.0798180791   -7.7620804766   133100716.748   44628.4680046   -88.7529820206  -10.2893029372  3.57989380038   0.37890625      3.2192497206e-05 
4.0             3.87360051073   226.90015597    5.68005580887   136252889.042   2.46392980807   2.0274804582    93.0124145364   -7.75541351172  135793574.334   44775.3901922   -88.5199490303  -8.91834619207  3.5764502982    0.37890625      3.42189522795e-05 
4.0             3.87358353824   226.69811157    5.67376952341   138851803.946   2.46406182313   2.02760327513   92.9510386859   -7.74721746181  138393387.388   44878.7741376   -88.2911491367  -7.76346128883  3.57505272876   0.37890625      3.62451920123e-05 
4.0             3.87356701599   226.503520596   5.66816171006   141362405.241   2.46416680856   2.02769602481   92.8922671843   -7.73759646445  140904884.355   44943.943974    -88.0664866571  -6.78678669427  3.57272966367   0.37890625      3.82713579708e-05 
4.0             3.87355102759   226.316736409   5.66300797771   143776550.231   2.46434151409   2.0278676979    92.8459388107   -7.7313346589   143319936.584   44979.3040714   -87.8470842326  -5.96211129927  3.57068373093   0.37890625      4.0285830628e-05 
4.0             3.8735356811    226.139028246   5.65826918834   146077676.544   2.46445807251   2.02797461795   92.8017039573   -7.72328587149  145621887.483   44989.6145639   -87.6344333112  -5.26780582959  3.56882341367   0.37890625      4.22725694827e-05 
