4.0             3.87394790536   367.979340334   9.34719047611   10468129.667    2.46173029216   2.02547774439   119.934629551   -10.8300907118  9725593.43877   304087.566177   -93.5301430385  -156.042713604  3.57234910676   0.375           1.47467638527e-06 
4.0             3.87392639656   366.442535081   9.36720393589   10516812.5032   2.46181734457   2.02554893524   119.681480394   -10.8011647103  9776865.97011   305769.717047   -93.196191966   -131.771071766  3.56675882898   0.375           3.10373588653e-06 
4.0             3.87390532542   364.78361935    9.37660585254   10536880.9949   2.4619540845    2.0256763837    119.291115057   -10.778323999   9799817.6235    304624.443209   -92.9171961842  -111.53278255   3.55941840278   0.375           4.73555070227e-06 
4.0             3.87388466971   363.105769138   9.37622293069   10545319.707    2.46202432773   2.02572930547   118.816708974   -10.7534602635  9811101.94387   302739.925536   -92.656111367   -94.6427262941  3.5525407244    0.375           6.36867103972e-06 
4.0             3.87386441525   361.43168746    9.36852973651   10546149.2508   2.46212324473   2.02581480775   118.281131986   -10.7331645243  9814585.58734   300578.87431    -92.4063604341  -80.5234566566  3.5486344744    0.375           8.00262212093e-06 
4.0             3.87384455062   359.769707413   9.3555306055    10541340.5517   2.46226599363   2.02594995901   117.713893853   -10.7197894781  9812489.08938   298301.340043   -92.1660747593  -68.6984470875  3.54455193491   0.375           9.63705911421e-06 
4.0             3.87382506304   358.123539909   9.33871202419   10532320.3415   2.4624144026    2.02609178201   117.119694927   -10.7072768261  9806233.03823   295973.114795   -91.9342349364  -58.7740456112  3.53784122004   0.375           1.1271887814e-05 
4.0             3.87380593943   356.494392345   9.31919736019   10520197.231    2.46252594127   2.0261923797    116.506179778   -10.6916645526  9796884.27152   293626.340501   -91.7100473156  -50.4260010897  3.53533253949   0.375           1.29071517222e-05 
4.0             3.87378716695   354.882271546   9.29788031001   10505812.6376   2.46262554686   2.02627980199   115.877741854   -10.6804144061  9785066.15274   291276.644742   -91.4928315241  -43.3874390089  3.53021433551   0.375           1.45429718815e-05 
4.0             3.87376873305   353.286507254   9.27535731676   10489818.3314   2.46273771366   2.02638164017   115.247125091   -10.667627331   9771630.29957   288936.579249   -91.2819888288  -37.4385516395  3.52723358116   0.375           1.61795387954e-05 
